"Name","Image","Expansion","Variation","Era","Origin","Origin Style","Shot Type","Vibe","Type","","Brains","Brawn","Tongue","Hands","Attack","Defense","Description","Effect","","Action","Backdrop Vibe","Backdrop","Artist","Artist Prompt","","Prompt","Link","Image URL","ID","","","Brains Word","Brawn Word","Tongue Word","Hands Word","","","",""
"Mesmelian Scout","","","","High Ages","Ancient Mesmele","tropic-goth rag-puppeteer","","fungal","guard","","1","2","1","0","Light","Medium","","","","","cozy","tropical island","Dina Peloides","sumi-e, by J.J. Abrams, photorealistic, Studio Ghibli, by Os Gemeos, aquarelle, by Martin Wittfooth, impressionism","","a  tropic-goth rag-puppeteer fungal guard  in a cozy tropical island, stupid, strong, embarrassing, useless, sumi-e, by J.J. Abrams, photorealistic, Studio Ghibli, by Os Gemeos, aquarelle, by Martin Wittfooth, impressionism --dd","https://www.midjourney.com/app/jobs/21f918e5-dc44-4404-84f7-b1d8d2c71598/","https://media.discordapp.net/attachments/1010678628352262184/1116114971835777095/motte_a_tropic-goth_rag-puppeteer_fungal_guard_in_a_cozy_tropic_21f918e5-dc44-4404-84f7-b1d8d2c71598.png","21f918e5-dc44-4404-84f7-b1d8d2c71598","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","strong","embarrassing","useless","","","",""
"Tiny Mesmelian Scout","","","tiny","High Ages","Ancient Mesmele","tropic-goth rag-puppeteer","","fungal","guard","","1","1","1","0","Light","Medium","","","","","rough","tropical island","Dina Peloides","sumi-e, by J.J. Abrams, photorealistic, Studio Ghibli, by Os Gemeos, aquarelle, by Martin Wittfooth, impressionism","","a tiny tropic-goth rag-puppeteer fungal guard  in a rough tropical island, stupid, weak, embarrassing, useless, sumi-e, by J.J. Abrams, photorealistic, Studio Ghibli, by Os Gemeos, aquarelle, by Martin Wittfooth, impressionism --dd","https://www.midjourney.com/app/jobs/89557ef6-ce09-40b0-8317-0e33a0b63a0a/","https://media.discordapp.net/attachments/1010678628352262184/1116290469408804864/motte_a_tiny_tropic-goth_rag-puppeteer_fungal_guard_in_a_rough__89557ef6-ce09-40b0-8317-0e33a0b63a0a.png","89557ef6-ce09-40b0-8317-0e33a0b63a0a","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","weak","embarrassing","useless","","","",""
"Green Mesmelian Scout","","","green","High Ages","Ancient Mesmele","tropic-goth rag-puppeteer","","fungal","guard","","1","2","1","0","Light","Medium","","","","","fertile","tropical island","Dina Peloides","sumi-e, by J.J. Abrams, photorealistic, Studio Ghibli, by Os Gemeos, aquarelle, by Martin Wittfooth, impressionism","","a green tropic-goth rag-puppeteer fungal guard  in a fertile tropical island, stupid, strong, embarrassing, useless, sumi-e, by J.J. Abrams, photorealistic, Studio Ghibli, by Os Gemeos, aquarelle, by Martin Wittfooth, impressionism --dd","https://www.midjourney.com/app/jobs/0bfd4be9-130b-41c1-a860-304dd2033b8d/","https://media.discordapp.net/attachments/1010678628352262184/1116291768242163814/motte_a_green_tropic-goth_rag-puppeteer_fungal_guard_in_a_ferti_0bfd4be9-130b-41c1-a860-304dd2033b8d.png","0bfd4be9-130b-41c1-a860-304dd2033b8d","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","strong","embarrassing","useless","","","",""
"Messenger","","","","Age of Resurrection","Guardians Temporal","time-punk eco-samaritan","","predatory","krampus","","1","3","0","0","Light","Heavy","","","","","lonely","bar interior","Dissident","black metal design, by MirroredSea, by John Byrne, by Loretta Lux, doodle, Muppets","","a  time-punk eco-samaritan predatory krampus  in a lonely bar interior, stupid, powerful, repulsive, useless, black metal design, by MirroredSea, by John Byrne, by Loretta Lux, doodle, Muppets --dd","https://www.midjourney.com/app/jobs/58461aa7-8475-44b4-893f-b73ad387219a/","https://media.discordapp.net/attachments/1010678628352262184/1116301403615408188/motte_a_time-punk_eco-samaritan_predatory_krampus_in_a_lonely_b_58461aa7-8475-44b4-893f-b73ad387219a.png","58461aa7-8475-44b4-893f-b73ad387219a","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","powerful","repulsive","useless","","","",""
"Ice Bastard","","","","Age of Resurrection","Erlios Ice Wasters","frost-pagan iciclesurvival","","scary","krampus","","1","2","2","1","Heavy","Heavy","","","","","wealthy","plain","Dr Bansen","by Yoshitaka Amano, by hellobaby, by Albert Uderzo, acrylics, by Leonid Afremov, Mabinogi, retro","","a  frost-pagan iciclesurvival scary krampus  in a wealthy plain, stupid, strong, eloquent, clumsy, by Yoshitaka Amano, by hellobaby, by Albert Uderzo, acrylics, by Leonid Afremov, Mabinogi, retro --dd","https://www.midjourney.com/app/jobs/9d4d43fe-5eb8-4668-8ee4-34f2f660dec9/","https://media.discordapp.net/attachments/1010678628352262184/1116302253662408754/motte_a_frost-pagan_iciclesurvival_scary_krampus_in_a_wealthy_p_9d4d43fe-5eb8-4668-8ee4-34f2f660dec9.png","9d4d43fe-5eb8-4668-8ee4-34f2f660dec9","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","strong","eloquent","clumsy","","","",""
"Strong Ice Bastard","","","strong","Age of Resurrection","Erlios Ice Wasters","frost-pagan iciclesurvival","","scary","krampus","","1","3","2","1","Heavy","Heavy","","","","","spooky","reactor","Dr Bansen","by Yoshitaka Amano, by hellobaby, by Albert Uderzo, acrylics, by Leonid Afremov, Mabinogi, retro","","a strong frost-pagan iciclesurvival scary krampus  in a spooky reactor, stupid, powerful, eloquent, clumsy, by Yoshitaka Amano, by hellobaby, by Albert Uderzo, acrylics, by Leonid Afremov, Mabinogi, retro --dd","https://www.midjourney.com/app/jobs/a498189d-360c-4521-9482-729c856a7086/","https://media.discordapp.net/attachments/1010678628352262184/1116304063626223737/motte_a_strong_frost-pagan_iciclesurvival_scary_krampus_in_a_sp_a498189d-360c-4521-9482-729c856a7086.png","a498189d-360c-4521-9482-729c856a7086","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","powerful","eloquent","clumsy","","","",""
"Temporal Oracle","","","","Age of Resurrection","Guardians Temporal","time-punk eco-samaritan","","feverish","demon","","0","1","1","0","Medium","Medium","","","","","lonely","battlefield","Ek Likkop","sacred geometry, radiosity, by Hsiao Ron Cheng, by Hunter S. Thompson, die cut, acid trip, anatomical drawing, wood carving","","a  time-punk eco-samaritan feverish demon  in a lonely battlefield, moronic, weak, embarrassing, useless, sacred geometry, radiosity, by Hsiao Ron Cheng, by Hunter S. Thompson, die cut, acid trip, anatomical drawing, wood carving --dd","https://www.midjourney.com/app/jobs/35e59f15-7678-434c-b103-251467badb98/","https://media.discordapp.net/attachments/1010678628352262184/1116307990526570567/motte_a_time-punk_eco-samaritan_feverish_demon_in_a_lonely_batt_35e59f15-7678-434c-b103-251467badb98.png","35e59f15-7678-434c-b103-251467badb98","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","moronic","weak","embarrassing","useless","","","",""
"Archive Automaton","","","","High Ages","Secorras Republic ","paper-scholar jester-funk","","friendly","creature","","1","1","2","2","Light","Medium","","","","","busy","maintenance hall","Endra Yetterlym","Neverwinter Nights, infrared, by Peter Gric, film grading, samorost, incandescent, Muppets","","a  paper-scholar jester-funk friendly creature  in a busy maintenance hall, stupid, weak, eloquent, crafty, Neverwinter Nights, infrared, by Peter Gric, film grading, samorost, incandescent, Muppets --dd","https://www.midjourney.com/app/jobs/4680d308-71f3-4db2-9816-20ea015f10b0/","https://media.discordapp.net/attachments/1010678628352262184/1116309332179562546/motte_a_paper-scholar_jester-funk_friendly_creature_in_a_busy_m_4680d308-71f3-4db2-9816-20ea015f10b0.png","4680d308-71f3-4db2-9816-20ea015f10b0","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","weak","eloquent","crafty","","","",""
"Archive Master","","","","High Ages","Secorras Republic ","paper-scholar jester-funk","","authoritative","creature","","3","1","3","2","Light","Medium","","","","","busy","office","Endra Yetterlym","Neverwinter Nights, infrared, by Peter Gric, film grading, samorost, incandescent, Muppets","","a  paper-scholar jester-funk authoritative creature  in a busy office, genius, weak, charismatic, crafty, Neverwinter Nights, infrared, by Peter Gric, film grading, samorost, incandescent, Muppets --dd","https://www.midjourney.com/app/jobs/3fed44df-db43-49c3-b494-4aa3feeb67c2/","https://media.discordapp.net/attachments/1010678628352262184/1116472157455777982/motte_a_paper-scholar_jester-funk_authoritative_creature_in_a_b_3fed44df-db43-49c3-b494-4aa3feeb67c2.png","3fed44df-db43-49c3-b494-4aa3feeb67c2","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","weak","charismatic","crafty","","","",""
"Lesser Archive Automaton","","","","High Ages","Secorras Republic ","paper-scholar jester-funk","","wonky","creature","","1","1","1","2","Light","Medium","","","","","busy","library","Endra Yetterlym","Neverwinter Nights, infrared, by Peter Gric, film grading, samorost, incandescent, Muppets","","a  paper-scholar jester-funk wonky creature  in a busy library, stupid, weak, embarrassing, crafty, Neverwinter Nights, infrared, by Peter Gric, film grading, samorost, incandescent, Muppets --dd","https://www.midjourney.com/app/jobs/2a408223-1c68-4ddd-ad6c-cb17b6cc4960/","https://media.discordapp.net/attachments/1010678628352262184/1116471804307972187/motte_a_paper-scholar_jester-funk_wonky_creature_in_a_busy_libr_2a408223-1c68-4ddd-ad6c-cb17b6cc4960.png","2a408223-1c68-4ddd-ad6c-cb17b6cc4960","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","weak","embarrassing","crafty","","","",""
"Archive Administrator","","","","High Ages","Secorras Republic ","paper-scholar jester-funk","","old","creature","","2","1","3","2","Light","Medium","","","","","busy","archive","Endra Yetterlym","Neverwinter Nights, infrared, by Peter Gric, film grading, samorost, incandescent, Muppets","","a  paper-scholar jester-funk old creature  in a busy archive, smart, weak, charismatic, crafty, Neverwinter Nights, infrared, by Peter Gric, film grading, samorost, incandescent, Muppets --dd","https://www.midjourney.com/app/jobs/ee67a965-722c-4124-bdd2-7c87ef13ff85/","https://media.discordapp.net/attachments/1021367214001098843/1130108291163369633/acrownofmoths_a_paper-scholar_jester-funk_friendly_creature_in__ee67a965-722c-4124-bdd2-7c87ef13ff85.png","ee67a965-722c-4124-bdd2-7c87ef13ff85","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","weak","charismatic","crafty","","","",""
"Spear Fisher","","","","Intermissional Ages","Nightwood Trappers","bandit-grime rustlebastard","","ancient","dagon","","2","1","1","2","Medium","Medium","","","","","sunken","volcano","Fang","by Zdzislaw Beksinski, woodcut, by David Stoupakis, by Mark Ryden","","a  bandit-grime rustlebastard ancient dagon  in a sunken volcano, smart, weak, embarrassing, crafty, by Zdzislaw Beksinski, woodcut, by David Stoupakis, by Mark Ryden --dd","https://www.midjourney.com/app/jobs/65218da8-85ab-422c-b7f3-859d40b66c2c/","https://media.discordapp.net/attachments/1010678628352262184/1116475436675907764/motte_a_bandit-grime_rustlebastard_ancient_dagon_in_a_sunken_vo_65218da8-85ab-422c-b7f3-859d40b66c2c.png","65218da8-85ab-422c-b7f3-859d40b66c2c","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","weak","embarrassing","crafty","","","",""
"Remote Unit","","","","High Ages","Rostian Army","rust-volcanic bamboo-dreg","","raging","guyver","","0","3","0","3","Heavy","Light","","","","","beautiful","generator hall","Fenrivil","rococo, light watercolor, by Lars von Trier, Romantically Apocalyptic","","a  rust-volcanic bamboo-dreg raging guyver  in a beautiful generator hall, moronic, powerful, repulsive, skilled, rococo, light watercolor, by Lars von Trier, Romantically Apocalyptic --dd","https://www.midjourney.com/app/jobs/c7891b87-7fd5-44e9-aae8-d2627cb4fe4e/","https://media.discordapp.net/attachments/1010678628352262184/1116576179382657085/motte_a_rust-volcanic_bamboo-dreg_raging_guyver_in_a_beautiful__c7891b87-7fd5-44e9-aae8-d2627cb4fe4e.png","c7891b87-7fd5-44e9-aae8-d2627cb4fe4e","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","moronic","powerful","repulsive","skilled","","","",""
"Golden Remote Unit","","","golden","High Ages","Rostian Army","rust-volcanic bamboo-dreg","","raging","guyver","","0","3","0","3","Heavy","Light","","","","","broken","tundra","Fenrivil","rococo, light watercolor, by Lars von Trier, Romantically Apocalyptic","","a golden rust-volcanic bamboo-dreg raging guyver  in a broken tundra, moronic, powerful, repulsive, skilled, rococo, light watercolor, by Lars von Trier, Romantically Apocalyptic --dd","https://www.midjourney.com/app/jobs/fdcbf92a-2a91-410d-8b66-56b042afe309/","https://media.discordapp.net/attachments/1010678628352262184/1116577345332052020/motte_a_golden_rust-volcanic_bamboo-dreg_raging_guyver_in_a_bro_fdcbf92a-2a91-410d-8b66-56b042afe309.png","fdcbf92a-2a91-410d-8b66-56b042afe309","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","moronic","powerful","repulsive","skilled","","","",""
"Mafia Commander","","","","Intermissional Ages","Aether Mafia","soar-mafia guild-noir","","flamboyant","commander","","3","2","2","1","Heavy","Light","","","","","virulent","boulevard","Fetcher Mepplesbog","remaster, neo-traditional digital painting, in the style of Studio Ghibli, by Hideaki Anno","","a  soar-mafia guild-noir flamboyant commander  in a virulent boulevard, genius, strong, eloquent, clumsy, remaster, neo-traditional digital painting, in the style of Studio Ghibli, by Hideaki Anno --dd","https://www.midjourney.com/app/jobs/07781bd7-86d8-47df-b46b-15e388d08a5a/","https://media.discordapp.net/attachments/1010678628352262184/1116840476507656302/motte_a_soar-mafia_guild-noir_flamboyant_commander_in_a_virulen_07781bd7-86d8-47df-b46b-15e388d08a5a.png","07781bd7-86d8-47df-b46b-15e388d08a5a","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","strong","eloquent","clumsy","","","",""
"Tine Ambassador","","","","Intermissional Ages","Tin'ael","vein-growth gold-frill","","hairy","wikatcha","","2","3","3","3","Light","Medium","","","","","quiet","encampment","Filicia Quertix","atmospheric porcelain bayeux tapestry relief, by Guillermo del Toro and Gauguin, Keyshot render, in the style of J.R.R. Tolkien","","a  vein-growth gold-frill hairy wikatcha  in a quiet encampment, smart, powerful, charismatic, skilled, atmospheric porcelain bayeux tapestry relief, by Guillermo del Toro and Gauguin, Keyshot render, in the style of J.R.R. Tolkien --dd","https://www.midjourney.com/app/jobs/0f2218b2-63a2-48b5-a011-2f58b1a214ac/","https://media.discordapp.net/attachments/1010678628352262184/1116843020877312090/motte_a_veingrowth_goldfrill_hairy_wikatcha_in_a_quiet_encampme_0f2218b2-63a2-48b5-a011-2f58b1a214ac.png","0f2218b2-63a2-48b5-a011-2f58b1a214ac","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","powerful","charismatic","skilled","","","",""
"Snonch","","","","Intermissional Ages","Glads","snowviking wolforgan","","unholy","jellyfish","","1","1","3","0","Heavy","Heavy","","","","","lonely","hill","Fitterwick","macro lens, Victorian, flat color, 3D, Weta Workshop, Punkrave","","a  snowviking wolforgan unholy jellyfish  in a lonely hill, stupid, weak, charismatic, useless, macro lens, Victorian, flat color, 3D, Weta Workshop, Punkrave --dd","https://www.midjourney.com/app/jobs/ad37bf66-e7db-4ad0-8c66-40483ad648b2/","https://media.discordapp.net/attachments/1010678628352262184/1116846581191282748/motte_a_snowviking_wolforgan_unholy_jellyfish_in_a_lonely_hill__ad37bf66-e7db-4ad0-8c66-40483ad648b2.png","ad37bf66-e7db-4ad0-8c66-40483ad648b2","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","weak","charismatic","useless","","","",""
"Krignifr","","","","Intermissional Ages","Glads","snowviking wolforgan","","large","skinwalker","","1","1","3","3","Medium","Medium","","","","","infinite","garden","Flatboy","baroque, Nickelodeon, The Thing, Lowbrow, deepdream, embroidery, by Krenz Cushart, by Junko Mizuno","","a  snowviking wolforgan large skinwalker  in a infinite garden, stupid, weak, charismatic, skilled, baroque, Nickelodeon, The Thing, Lowbrow, deepdream, embroidery, by Krenz Cushart, by Junko Mizuno --dd","https://www.midjourney.com/app/jobs/7c5df8b5-5e2c-4479-b6b8-07e677d5dc4b/","https://media.discordapp.net/attachments/1010678628352262184/1116848634101764156/motte_close-up_of_a_snowviking_wolforgan_large_skinwalker_in_a__7c5df8b5-5e2c-4479-b6b8-07e677d5dc4b.png","7c5df8b5-5e2c-4479-b6b8-07e677d5dc4b","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","weak","charismatic","skilled","","","",""
"Reaper","","","","Intermissional Ages","Nightwood Trappers","bandit-grime rustlebastard","","nimble","reaper","","3","1","2","1","Medium","Medium","","","","","modern","orchard","Frenya","watercolor, cursed, by Don Bluth, etching, powerful, by Simon Stalenhag","","a  bandit-grime rustlebastard nimble reaper  in a modern orchard, genius, weak, eloquent, clumsy, watercolor, cursed, by Don Bluth, etching, powerful, by Simon Stalenhag --dd","https://www.midjourney.com/app/jobs/c9eca7ed-6546-4d49-9eb8-185c5937f550/","https://media.discordapp.net/attachments/1010678628352262184/1118651605978456124/acrownofmoths_a_bandit-grime_rustlebastard_nimble_reaper_in_a_m_c9eca7ed-6546-4d49-9eb8-185c5937f550.png","c9eca7ed-6546-4d49-9eb8-185c5937f550","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","weak","eloquent","clumsy","","","",""
"Butterflish","","","","Age of Resurrection","Order of Synthesis","knight-god dimension-synthesis","","fishy","butterfly","","1","1","2","2","Light","Heavy","","","","","dormant","atoll","Frimda Pairee","by W. Heath Robinson, by Andrew Hussie, in the style of Frida Kahlo","","a  knight-god dimension-synthesis fishy butterfly  in a dormant atoll, stupid, weak, eloquent, crafty, by W. Heath Robinson, by Andrew Hussie, in the style of Frida Kahlo --dd","https://www.midjourney.com/app/jobs/de9ff41f-5de4-4b17-8bc4-6ec50097c04f/","https://media.discordapp.net/attachments/1010678628352262184/1119029426819190805/acrownofmoths_close-up_of_a_knight-god_dimension-synthesis_fish_de9ff41f-5de4-4b17-8bc4-6ec50097c04f.png","de9ff41f-5de4-4b17-8bc4-6ec50097c04f","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","weak","eloquent","crafty","","","",""
"Lost Soul","","","","Intermissional Ages","Dusky Canopies","duskillusion canopyconfusion","","poisonous","pazuzu","","0","3","1","3","Light","Light","","","","","mystical","garden","Gero Deus","unreal engine, Waking Life (2001), sumi-e, graphic novel, diffusion lighting, zbrush, ACES color space, by Jason Steele","","a  duskillusion canopyconfusion poisonous pazuzu  in a mystical garden, moronic, powerful, embarrassing, skilled, unreal engine, Waking Life (2001), sumi-e, graphic novel, diffusion lighting, zbrush, ACES color space, by Jason Steele --dd","https://www.midjourney.com/app/jobs/cbf0cd1c-2fbc-4582-9243-a8870a3ef637/","https://media.discordapp.net/attachments/1010678628352262184/1119962540919750737/acrownofmoths_a_duskillusion_canopyconfusion_poisonous_pazuzu_i_cbf0cd1c-2fbc-4582-9243-a8870a3ef637.png","cbf0cd1c-2fbc-4582-9243-a8870a3ef637","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","moronic","powerful","embarrassing","skilled","","","",""
"Imp Kid","","","","Intermissional Ages","Kalia","leaf-twilight chaos-wood","","insane","creeper","","3","1","3","2","Medium","Medium","","","","","filthy","bush","GEX","baroque, Panini projection, spectrogram, inspired by Cuphead","","a  leaf-twilight chaos-wood insane creeper  in a filthy bush, genius, weak, charismatic, crafty, baroque, Panini projection, spectrogram, inspired by Cuphead --dd","https://www.midjourney.com/app/jobs/fd9646bd-5707-46a8-8707-db9d1aecf2ae/","https://media.discordapp.net/attachments/1010678628352262184/1120133468861509704/acrownofmoths_a_leaf-twilight_chaos-wood_insane_creeper_in_a_fi_fd9646bd-5707-46a8-8707-db9d1aecf2ae.png","fd9646bd-5707-46a8-8707-db9d1aecf2ae","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","weak","charismatic","crafty","","","",""
"Imp Kid","","","bruised","Intermissional Ages","Kalia","leaf-twilight chaos-wood","","insane","creeper","","3","1","3","2","Medium","Medium","","","","","filthy","bush","GEX","baroque, Panini projection, spectrogram, inspired by Cuphead","","a bruised leaf-twilight chaos-wood insane creeper  in a filthy bush, genius, weak, charismatic, crafty, baroque, Panini projection, spectrogram, inspired by Cuphead --dd","https://www.midjourney.com/app/jobs/6f85e42e-a0cc-4b90-aae1-4ae9b3afb891/","https://media.discordapp.net/attachments/1010678628352262184/1120134433324941322/acrownofmoths_a_bruised_leaf-twilight_chaos-wood_insane_creeper_6f85e42e-a0cc-4b90-aae1-4ae9b3afb891.png","6f85e42e-a0cc-4b90-aae1-4ae9b3afb891","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","weak","charismatic","crafty","","","",""
"Imp Kid","","","silver","Intermissional Ages","Kalia","leaf-twilight chaos-wood","","insane","creeper","","3","1","3","2","Medium","Medium","","","","","filthy","bush","GEX","baroque, Panini projection, spectrogram, inspired by Cuphead","","a silver leaf-twilight chaos-wood insane creeper  in a filthy bush, genius, weak, charismatic, crafty, baroque, Panini projection, spectrogram, inspired by Cuphead --dd","https://www.midjourney.com/app/jobs/01fb32b5-70fd-421b-9611-5ad105758e5a/","https://media.discordapp.net/attachments/1010678628352262184/1120292173099843664/acrownofmoths_a_silver_leaf-twilight_chaos-wood_insane_creeper__01fb32b5-70fd-421b-9611-5ad105758e5a.png","01fb32b5-70fd-421b-9611-5ad105758e5a","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","weak","charismatic","crafty","","","",""
"Second","","","","Age of Resurrection","Generals of Time","clockhorror cyber-official","","skinned","imp","","3","1","3","1","Medium","Light","","","","","uncivilized","plateau","Ghast","pop surrealism, spooky, graphic design, Ragnarok Online, A Nightmare Before Christmas","","a  clockhorror cyber-official skinned imp  in a uncivilized plateau, genius, weak, charismatic, clumsy, pop surrealism, spooky, graphic design, Ragnarok Online, A Nightmare Before Christmas --dd","https://www.midjourney.com/app/jobs/67339553-71c0-4e70-bbb9-88fa967c6640/","https://media.discordapp.net/attachments/1010678628352262184/1120297483495542795/acrownofmoths_a_clockhorror_cyber-official_skinned_imp_in_a_unc_67339553-71c0-4e70-bbb9-88fa967c6640.png","67339553-71c0-4e70-bbb9-88fa967c6640","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","weak","charismatic","clumsy","","","",""
"Shy Second","","","shy","Age of Resurrection","Generals of Time","clockhorror cyber-official","","skinned","imp","","3","1","3","1","Medium","Light","","","","","murky","purgatory","Ghast","pop surrealism, spooky, graphic design, Ragnarok Online, A Nightmare Before Christmas","","a shy clockhorror cyber-official skinned imp  in a murky purgatory, genius, weak, charismatic, clumsy, pop surrealism, spooky, graphic design, Ragnarok Online, A Nightmare Before Christmas --dd","https://www.midjourney.com/app/jobs/52ea4bfe-e79d-4903-a12c-4bd69faeeb09/","https://media.discordapp.net/attachments/1010678628352262184/1120303719624495214/acrownofmoths_a_shy_clockhorror_cyber-official_skinned_imp_in_a_52ea4bfe-e79d-4903-a12c-4bd69faeeb09.png","52ea4bfe-e79d-4903-a12c-4bd69faeeb09","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","weak","charismatic","clumsy","","","",""
"Bizarre Second","","","bizarre","Age of Resurrection","Generals of Time","clockhorror cyber-official","","skinned","imp","","2","1","2","1","Medium","Light","","","","","filthy","dust plains","Ghast","pop surrealism, spooky, graphic design, Ragnarok Online, A Nightmare Before Christmas","","a bizarre clockhorror cyber-official skinned imp  in a filthy dust plains, smart, weak, eloquent, clumsy, pop surrealism, spooky, graphic design, Ragnarok Online, A Nightmare Before Christmas --dd","https://www.midjourney.com/app/jobs/7ee73f59-a6a2-4708-b703-9e48d213c8cb/","https://media.discordapp.net/attachments/1010678628352262184/1120304476348219472/acrownofmoths_a_bizarre_clockhorror_cyber-official_skinned_imp__7ee73f59-a6a2-4708-b703-9e48d213c8cb.png","7ee73f59-a6a2-4708-b703-9e48d213c8cb","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","weak","eloquent","clumsy","","","",""
"Minute","","","","Age of Resurrection","Generals of Time","clockhorror cyber-official","","tired","cameleopard","","2","2","2","3","Light","Heavy","","","","","colourful","church","Gillien Tutt","Jojo's Bizarre Adventure, psychedelic, Square Enix, scrimshaw, graphic style illustration, by Simon Stalenhag, creative","","a  clockhorror cyber-official tired cameleopard  in a colourful church, smart, strong, eloquent, skilled, Jojo's Bizarre Adventure, psychedelic, Square Enix, scrimshaw, graphic style illustration, by Simon Stalenhag, creative --dd","https://www.midjourney.com/app/jobs/d6a74963-e292-44c5-8ee7-98ec1f871283/","https://media.discordapp.net/attachments/1010678628352262184/1120305555341332511/acrownofmoths_a_clockhorror_cyber-official_tired_cameleopard_in_d6a74963-e292-44c5-8ee7-98ec1f871283.png","d6a74963-e292-44c5-8ee7-98ec1f871283","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","strong","eloquent","skilled","","","",""
